id,time,tipo_informacion,num_serie_sismo,Update,Profundidad,mag,intencidad_max,title,nombre_area_epicentral,latitud,longitud
20230505220557,2023-05-05 22:12:00,anuncio,1,2023-05-05 22:05:00,390,3.5,2,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505220841,2023-05-05 22:11:00,anuncio,1,2023-05-05 22:08:00,390,3.8,3,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.2000000
20230505220345,2023-05-05 22:07:00,anuncio,1,2023-05-05 22:03:00,390,4.1,2,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.2000000
20230505220222,2023-05-05 22:05:00,anuncio,1,2023-05-05 22:02:00,390,3.8,2,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.2000000
20230505215807,2023-05-05 22:02:00,anuncio,1,2023-05-05 21:58:00,390,5.8,5+,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.2000000
20230505213802,2023-05-05 21:40:00,anuncio,1,2023-05-05 21:38:00,531,2.7,2,Earthquake and Seismic Intensity Information,Southeastern Hyogo Prefecture,34.9000000,135.4000000
20230505213445,2023-05-05 21:37:00,anuncio,1,2023-05-05 21:34:00,495,3.9,2,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula,37.6000000,137.3000000
20230505212906,2023-05-05 21:31:00,anuncio,1,2023-05-05 21:29:00,390,2.7,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505212502,2023-05-05 21:29:00,anuncio,1,2023-05-05 21:25:00,286,4.5,3,Earthquake and Seismic Intensity Information,Off the Coast of Iwate Prefecture,39.3000000,142.1000000
20230505183030,2023-05-05 18:33:00,anuncio,1,2023-05-05 18:30:00,390,2.8,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505182237,2023-05-05 18:26:00,anuncio,1,2023-05-05 18:22:00,390,3.4,2,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505181533,2023-05-05 18:18:00,anuncio,1,2023-05-05 18:15:00,390,2.9,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505181135,2023-05-05 18:15:00,anuncio,1,2023-05-05 18:11:00,390,2.2,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505174629,2023-05-05 17:49:00,anuncio,1,2023-05-05 17:46:00,390,3.5,2,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505173804,2023-05-05 17:43:00,anuncio,1,2023-05-05 17:38:00,390,4.3,3,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.2000000
20230505173156,2023-05-05 17:34:00,anuncio,1,2023-05-05 17:31:00,390,2.4,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505170114,2023-05-05 17:03:00,anuncio,1,2023-05-05 17:01:00,495,3.6,1,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula,37.6000000,137.3000000
20230505163940,2023-05-05 16:41:00,anuncio,1,2023-05-05 16:39:00,390,3.0,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505162431,2023-05-05 16:26:00,anuncio,1,2023-05-05 16:24:00,390,3.4,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505161104,2023-05-05 16:13:00,anuncio,1,2023-05-05 16:11:00,390,3.7,2,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505160726,2023-05-05 16:09:00,anuncio,1,2023-05-05 16:07:00,390,3.0,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.2000000
20230505155840,2023-05-05 16:02:00,anuncio,1,2023-05-05 15:58:00,495,2.5,1,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula,37.5000000,137.4000000
20230505154850,2023-05-05 15:51:00,anuncio,1,2023-05-05 15:48:00,390,3.0,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505154058,2023-05-05 15:43:00,anuncio,1,2023-05-05 15:41:00,390,3.3,2,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505153210,2023-05-05 15:35:00,anuncio,1,2023-05-05 15:32:00,495,2.4,1,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula,37.6000000,137.4000000
20230505152915,2023-05-05 15:32:00,anuncio,1,2023-05-05 15:28:00,495,3.2,1,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula,37.5000000,137.0000000
20230505152744,2023-05-05 15:30:00,anuncio,1,2023-05-05 15:27:00,390,2.6,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505151412,2023-05-05 15:17:00,anuncio,1,2023-05-05 15:14:00,390,3.6,2,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505150636,2023-05-05 15:09:00,anuncio,1,2023-05-05 15:06:00,495,3.9,2,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula,37.6000000,137.3000000
20230505145729,2023-05-05 15:01:00,anuncio,1,2023-05-05 14:57:00,495,3.6,2,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula,37.6000000,137.3000000
20230505145340,2023-05-05 14:57:00,anuncio,1,2023-05-05 14:53:00,390,4.7,4,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.2000000
20230505145103,2023-05-05 14:54:00,anuncio,1,2023-05-05 14:51:00,390,3.8,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505144750,2023-05-05 14:52:00,anuncio,1,2023-05-05 14:47:00,390,4.0,3,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505144206,2023-05-05 14:46:00,anuncio,1,2023-05-05 14:42:00,390,6.3,6+,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230505134802,2023-05-05 13:50:00,anuncio,1,2023-05-05 13:47:00,300,3.3,1,Earthquake and Seismic Intensity Information,Northern Ibaraki Prefecture,36.8000000,140.6000000
20230505112449,2023-05-05 11:27:00,anuncio,1,2023-05-05 11:24:00,550,2.4,1,Earthquake and Seismic Intensity Information,Northern Wakayama Prefecture,34.1000000,135.4000000
20230504230101,2023-05-04 23:04:00,anuncio,1,2023-05-04 23:01:00,379,3.8,1,Earthquake and Seismic Intensity Information,"Off the Coast of Joetsu and Chuetsu, Niigata Prefecture",37.3000000,137.8000000
20230504195107,2023-05-04 19:54:00,anuncio,1,2023-05-04 19:51:00,550,2.6,1,Earthquake and Seismic Intensity Information,Northern Wakayama Prefecture,34.2000000,135.3000000
20230503053455,2023-05-03 05:38:00,anuncio,1,2023-05-03 05:34:00,471,4.1,2,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture,36.6000000,141.0000000
20230503042656,2023-05-03 04:30:00,anuncio,1,2023-05-03 04:26:00,798,2.2,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands,29.9000000,130.0000000
20230503011246,2023-05-03 01:15:00,anuncio,1,2023-05-03 01:12:00,252,2.3,1,Earthquake and Seismic Intensity Information,"Aizu,  Fukushima Prefecture",37.1000000,139.4000000
20230502121339,2023-05-02 12:16:00,anuncio,1,2023-05-02 12:13:00,791,2.8,1,Earthquake and Seismic Intensity Information,Hyuganada Sea,32.6000000,132.0000000
20230502074809,2023-05-02 07:50:00,anuncio,1,2023-05-02 07:48:00,287,3.1,1,Earthquake and Seismic Intensity Information,Off the Coast of Miyagi Prefecture,38.9000000,141.8000000
20230502035626,2023-05-02 03:59:00,anuncio,1,2023-05-02 03:56:00,289,4.3,2,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.8000000,141.7000000
20230502002030,2023-05-02 00:24:00,anuncio,1,2023-05-02 00:20:00,289,4.0,1,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.8000000,141.8000000
20230501175634,2023-05-01 17:59:00,anuncio,1,2023-05-01 17:56:00,798,2.4,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands,29.9000000,130.0000000
20230501165955,2023-05-01 17:03:00,anuncio,1,2023-05-01 16:59:00,850,5.4,2,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,26.1000000,128.7000000
20230501160953,2023-05-01 16:13:00,anuncio,1,2023-05-01 16:09:00,798,2.7,2,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands,29.8000000,130.1000000
20230501153517,2023-05-01 15:38:00,anuncio,1,2023-05-01 15:35:00,390,2.7,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230501134351,2023-05-01 13:46:00,anuncio,1,2023-05-01 13:43:00,850,2.8,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,26.6000000,127.9000000
20230501130246,2023-05-01 13:06:00,anuncio,1,2023-05-01 13:02:00,850,5.0,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,25.9000000,128.6000000
20230501125640,2023-05-01 13:01:00,anuncio,1,2023-05-01 12:56:00,798,2.3,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands,29.9000000,130.0000000
20230501125639,2023-05-01 12:59:00,anuncio,1,2023-05-01 12:56:00,289,4.1,1,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.7000000,141.6000000
20230501125104,2023-05-01 12:55:00,anuncio,1,2023-05-01 12:51:00,850,4.4,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,26.1000000,128.9000000
20230501122224,2023-05-01 12:26:00,anuncio,1,2023-05-01 12:22:00,850,6.2,2,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,26.0000000,128.8000000
20230501112243,2023-05-01 11:27:00,anuncio,1,2023-05-01 11:22:00,850,5.2,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,26.0000000,128.7000000
20230501085830,2023-05-01 09:03:00,anuncio,1,2023-05-01 08:58:00,192,4.3,2,Earthquake and Seismic Intensity Information,Off the Coast of Urakawa,42.0000000,142.4000000
20230501085104,2023-05-01 08:55:00,anuncio,1,2023-05-01 08:51:00,471,4.3,2,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture,36.2000000,141.2000000
20230501071514,2023-05-01 07:18:00,anuncio,1,2023-05-01 07:15:00,600,3.4,2,Earthquake and Seismic Intensity Information,Northern Tokushima Prefecture,34.0000000,134.2000000
20230501050428,2023-05-01 05:08:00,anuncio,1,2023-05-01 05:04:00,471,4.2,3,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture,36.4000000,140.8000000
20230501045904,2023-05-01 05:03:00,anuncio,1,2023-05-01 04:58:00,911,3.8,1,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Chichijima Island,27.0000000,142.6000000
20230501013713,2023-05-01 01:40:00,anuncio,1,2023-05-01 01:37:00,793,3.3,2,Earthquake and Seismic Intensity Information,Adjacent Sea of Amami-Oshima Island,27.6000000,128.8000000
20230430234815,2023-04-30 23:51:00,anuncio,1,2023-04-30 23:48:00,798,2.4,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands,29.9000000,130.0000000
20230430212152,2023-04-30 21:25:00,anuncio,1,2023-04-30 21:21:00,473,4.2,1,Earthquake and Seismic Intensity Information,Off the east Coast of Chiba Prefecture,35.6000000,141.0000000
20230430203645,2023-04-30 20:41:00,anuncio,1,2023-04-30 20:36:00,252,2.3,2,Earthquake and Seismic Intensity Information,"Aizu,  Fukushima Prefecture",37.1000000,139.3000000
20230430185235,2023-04-30 18:55:00,anuncio,1,2023-04-30 18:52:00,431,3.7,3,Earthquake and Seismic Intensity Information,"Eastern Mino, Gifu Prefecture",35.6000000,137.2000000
20230430062335,2023-04-30 06:27:00,anuncio,1,2023-04-30 06:23:00,252,2.2,2,Earthquake and Seismic Intensity Information,"Aizu,  Fukushima Prefecture",37.1000000,139.4000000
20230430011925,2023-04-30 01:22:00,anuncio,1,2023-04-30 01:19:00,390,3.0,1,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture",37.5000000,137.3000000
20230430004942,2023-04-30 00:53:00,anuncio,1,2023-04-30 00:49:00,850,4.5,1,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,26.0000000,128.8000000
20230429091618,2023-04-29 09:18:00,anuncio,1,2023-04-29 09:16:00,784,3.5,2,Earthquake and Seismic Intensity Information,Amakusanada Sea,32.4000000,129.9000000
20230429045446,2023-04-29 04:57:00,anuncio,1,2023-04-29 04:54:00,600,3.1,1,Earthquake and Seismic Intensity Information,Northern Tokushima Prefecture,34.0000000,133.9000000
20230429021642,2023-04-29 02:19:00,anuncio,1,2023-04-29 02:16:00,784,3.6,2,Earthquake and Seismic Intensity Information,Amakusanada Sea,32.4000000,129.9000000
20230428164605,2023-04-28 16:49:00,anuncio,1,2023-04-28 16:46:00,192,4.1,1,Earthquake and Seismic Intensity Information,Off the Coast of Urakawa,42.0000000,142.6000000
20230428134906,2023-04-28 13:52:00,anuncio,1,2023-04-28 13:49:00,321,2.4,1,Earthquake and Seismic Intensity Information,Southern Gunma Prefecture,36.5000000,139.4000000
20230428093855,2023-04-28 09:42:00,anuncio,1,2023-04-28 09:38:00,107,3.0,3,Earthquake and Seismic Intensity Information,"Western Oshima Region, Hokkaido",41.5000000,140.2000000
20230428070902,2023-04-28 07:12:00,anuncio,1,2023-04-28 07:09:00,850,4.3,2,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,26.4000000,128.3000000
20230427224313,2023-04-27 22:46:00,anuncio,1,2023-04-27 22:43:00,289,4.2,2,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.0000000,141.2000000
20230427164353,2023-04-27 16:47:00,anuncio,1,2023-04-27 16:43:00,850,5.4,2,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island,26.1000000,128.7000000
20230427104044,2023-04-27 10:43:00,anuncio,1,2023-04-27 10:40:00,192,3.6,1,Earthquake and Seismic Intensity Information,Off the Coast of Urakawa,41.6000000,142.0000000
20230427094010,2023-04-27 09:42:00,anuncio,1,2023-04-27 09:40:00,471,3.1,1,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture,36.1000000,140.8000000
20230427041729,2023-04-27 04:20:00,anuncio,1,2023-04-27 04:17:00,301,3.5,2,Earthquake and Seismic Intensity Information,Southern Ibaraki Prefecture,36.1000000,140.1000000
20230426165246,2023-04-26 16:55:00,anuncio,1,2023-04-26 16:52:00,192,3.9,1,Earthquake and Seismic Intensity Information,Off the Coast of Urakawa,42.1000000,142.5000000
20230426024944,2023-04-26 02:53:00,anuncio,1,2023-04-26 02:49:00,289,4.3,2,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture,37.7000000,141.7000000
20230425223206,2023-04-25 22:36:00,anuncio,1,2023-04-25 22:32:00,286,4.1,2,Earthquake and Seismic Intensity Information,Off the Coast of Iwate Prefecture,40.0000000,142.0000000
20230425220002,2023-04-25 22:03:00,anuncio,1,2023-04-25 21:59:00,550,2.9,2,Earthquake and Seismic Intensity Information,Northern Wakayama Prefecture,34.0000000,135.3000000
20230425143158,2023-04-25 14:35:00,anuncio,1,2023-04-25 14:32:00,252,2.5,2,Earthquake and Seismic Intensity Information,"Aizu,  Fukushima Prefecture",37.0000000,139.4000000
20230425083155,2023-04-25 08:34:00,anuncio,1,2023-04-25 08:31:00,791,2.6,1,Earthquake and Seismic Intensity Information,Hyuganada Sea,32.3000000,132.2000000
20230425002958,2023-04-25 00:33:00,anuncio,1,2023-04-25 00:29:00,432,2.6,1,Earthquake and Seismic Intensity Information,"Central and western Mino, Gifu Prefecture",35.4000000,136.9000000
20230424173602,2023-04-24 17:39:00,anuncio,1,2023-04-24 17:36:00,785,2.7,1,Earthquake and Seismic Intensity Information,Ariake Sea,32.8000000,130.6000000
20230424113544,2023-04-24 11:38:00,anuncio,1,2023-04-24 11:35:00,550,2.6,2,Earthquake and Seismic Intensity Information,Northern Wakayama Prefecture,34.0000000,135.3000000
20230424063322,2023-04-24 06:37:00,anuncio,1,2023-04-24 06:33:00,911,4.3,2,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Chichijima Island,26.4000000,141.9000000
